question;hint;option1;option2;option3;answer
______ episodes are there in the series?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ miles is it to the nearest gas station?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ goals did your team score?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ dollars are in your wallet?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ teaspoons of sugar do you take in your coffee?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ planets are in the solar system?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ pieces of candy are in the jar?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ songs are on the album?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ days until your birthday?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ inches tall are you?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ ounces are in a pound?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ movies have you watched this month?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ items are on your to-do list?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ rooms are in your house?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ shoes do you own?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ emails did you receive today?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ subscribers does your channel have?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ pages are in the book?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ questions are on the quiz?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ cookies did you bake?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ guests are coming to the party?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ eggs are in the carton?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ years have you been working here?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ hours do you sleep at night?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ points did you score on the test?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ photos are on your camera roll?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ days until your vacation?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ employees work in the company?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ servings are in the package?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ push-ups can you do?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ books have you read this year?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ bottles of water did you drink today?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ stairs are in the staircase?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ likes did your post get?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ laps did you swim?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
______ pieces of pizza did you eat?;How Many (Countable Nouns) | How Much (Uncountable Nouns);how much;how many;"";how many
