mode;topic;rule1;rule2;exampleA;exampleI;exampleN;type;wordBank;question;answer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Do you have ________ plans for the weekend?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Is there ________ milk left in the fridge?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Have you seen ________ good movies lately?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Do you need ________ assistance with your homework?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Is there ________ room for improvement in this project?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Can I help you find ________ information?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Do you have ________ questions about the assignment?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Are there ________ issues I should be aware of?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Have you made ________ decisions yet?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Do you need ________ help carrying those bags?;any
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There are ________ of people at the party;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ of work to do today;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;She knows ________ about gardening;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We´ve received ________ of feedback on the new product;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There are ________ of options to choose from;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I´ve spent ________ of time studying for this exam;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;He has ________ of energy in the mornings;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We need to buy ________ of groceries for the week;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;She has ________ of friends in the city;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s ________ of traffic on the roads today;a lot
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ dollars in my wallet;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;She has ________ books she wants to lend you;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We´ll be there in ________ minutes;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I only need ________ more ingredients to finish cooking;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;He has ________ good ideas for the project;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There were only ________ people at the event;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We need to make ________ changes to the plan;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ questions about the assignment;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Can you spare ________ moments to talk?;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;She has ________ hobbies she enjoys in her free time;a few
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ bit of time before my next meeting;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s only ________ milk left in the carton;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;He has ________ experience with coding;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ money saved up for emergencies;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s only ________ sugar left in the jar;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I know ________ about art history;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We have ________ room in the budget for extras;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;She has ________ patience when it comes to waiting;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ interest in learning to play the guitar;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s only ________ space left in the suitcase;a little
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We have ________ work to do before the deadline;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s ________ food in the refrigerator;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;He has ________ friends from different countries;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We´ve received ________ positive feedback on the project;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s ________ excitement surrounding the upcoming event;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;She has ________ talent when it comes to painting;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s ________ information available online;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ respect for her opinions;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We need to buy ________ supplies for the party;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;He has ________ knowledge about ancient history;a lot of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There are ________ people in the office today;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ responsibilities now that the project is complete;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We need to make ________ mistakes next time;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;She has ________ books on her shelf than I expected;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There are ________ cars on the road during rush hour;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ clothes in my closet after donating some;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There are ________ options available for dinner tonight;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We´ve had ________ complaints since implementing the new policy;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;He has ________ distractions when he works from home;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ doubts about our decision after talking to her;fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Can you spare ________ time to help me?;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ money saved for a rainy day;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s only ________ cake left in the fridge;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I know ________ Spanish from taking classes;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We need to add ________ salt to the soup;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;She has ________ talent for playing the piano;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;Can you provide ________ context for this situation?;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ experience with graphic design;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s only ________ daylight left before it gets dark;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I need to buy ________ milk for breakfast tomorrow;a little bit of
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We have ________ meetings now that we´re working remotely;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There are ________ people using public transportation these days;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ responsibilities since changing jobs;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There are ________ cars on the road during the holidays;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We´ve had ________ complaints since improving our customer service;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ worries now that I´ve finished my exams;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There are ________ options available in this store compared to the other one;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ distractions when I work in a quiet environment;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There are ________ guests attending the event than we expected;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ doubts about our decision after discussing it with her;a lot fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We have ________ tasks to complete this week;a little bit fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ books on my shelf after donating some;a little bit fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s only ________ food left in the pantry;a little bit fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;We´ve received ________ emails since updating our contact information;a little bit fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ worries now that I´ve made a plan;a little bit fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;There´s only ________ time left before the deadline;a little bit fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ doubts about the outcome now that I´ve spoken to her;a little bit fewer
translation;Quantifiers;Use quantifiers correctly;Choose the best option;There are many people;There isn't much water;There are a few students;WORD BANK;some | any | a lot | a few | a little | a lot of | fewer | a little bit of | a lot fewer | a little bit fewer;I have ________ questions now that I understand the topic better;a little bit fewer

