mode;topic;rule1;rule2;exampleA;exampleI;exampleN;type;wordBank;question;answer
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;why / he / leave?;why is he leaving?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;how / I / travel?;how am I travelling?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;it / not / rain;It is not raining
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.; when / we / arrive?;when are we arriving?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;where / they / stay?;where are they staying?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;it / rain;It is raining
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / come at six;she is coming at six
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / watch a film at the moment;he is watching a film at the moment
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / not / sleep;we are not sleeping
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / go to the cinema later;we are going to the cinema later
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / work now;they are working now
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / not / walk ;You are not walking
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / learn new things?;are they learning new things?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;when / he / start work?;when is he starting work?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;why / I / stay at home?;why am I staying at home?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;it / get dark?;Is it getting dark?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / not / win;we are not winning
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / not / bring a cake ;they are not bringing a cake
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;the dog / not / play with a ball;the dog is not playing with a ball
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;why / it / rain now? ;why is it raining now?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;where / you / work? ;where are you working?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;what / we / watch?;what are we watching?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / meet your friend at four;You are meeting your friend at four
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / take too much cake?;am I taking too much cake?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / think?;are you thinking?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / study this evening;we are studying this evening
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;Lucy and steve / play the piano;Lucy and steve are playing the piano
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;sarah / not / tell a story;sarah is not telling a story
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / be silly?;am I being silly?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / not / read;they are not reading
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / cook tonight;I am cooking tonight
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / see the doctor tomorrow?;is he seeing the doctor tomorrow?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / eat chocolate?;are you eating chocolate?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;what / you / do?;what are you doing?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / make a mistake?;are we making a mistake?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / come tomorrow;you are coming tomorrow
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;John / sleep at the moment;Johns sleeping at the moment
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / not / dance;he is not dancing
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;how / they / get here?;how are they getting here?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;when / it / start?;when is it starting?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / not / speak Chinese at the moment;I am not speaking Chinese at the moment
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;Jill / drink tea now?;is Jill drinking tea now?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / pay the bill at the moment?;is he paying the bill at the moment?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / stay with a friend for the weekend;I am staying with a friend for the weekend
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;when / John / arrive?;when is John arriving?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / come to the party?;are they coming to the party?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / not / study;we are not studying
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / walk to school now;he is walking to school now
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / study at the moment;I am studying at the moment
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I/not/sleep;I am not sleeping
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / play badminton tonight;you are playing badminton tonight
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / watch tv;we are watching tv
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / not / work in spain;she is not working in spain
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / not / wait for the bus;he is not waiting for the bus
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / read;they are reading
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / not / go to the cinema tonight;we are not going to the cinema tonight
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / not / read the newspaper;you are not reading the newspaper
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / eat chocolate;she is eating chocolate
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / not / live in Paris;I am not living in Paris
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / study French;we are studying French
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / not / leave now;they are not leaving now
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / live in London;they are living in London
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / work in a restaurant now;he is working in a restaurant now
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / not / meet my father at four;I am not meeting my father at four
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / not / drink tea now;she is not drinking tea now
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / play the guitar;she is playing the guitar
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / cook;we are cooking
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / not / visit their parents;they are not visiting their parents
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / meet his friend tonight;he is meeting his friend tonight
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / not / walk to school now;he is not walking to school now
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / not / watch tv at the moment;we are not watching tv at the moment
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / not / read a book;you are not reading a book
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / visit Linda tonight;I am visiting Linda tonight
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / not / eat dinner now;she is not eating dinner now
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;Lucy / not / work in a bookshop this summer;Lucy is not working in a bookshop this summer
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / watch a film;they are watching a film
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / buy a new car;we are buying a new car
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;David / have a party tomorrow;Davids having a party tomorrow
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / get a bike;I am getting a bike
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / take a long time;you are taking a long time
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;I / not / come until later;I am not coming until later
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;Jill and susan / walk;Jill and susan are walking
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;we / not / listen to the radio;we are not listening to the radio
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;they / not / speak to each other;they are not speaking to each other
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / take a shower;he is taking a shower
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / get fat;you are getting fat
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;what time / you / go to the cinema?;what time are you going to the cinema?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;why / you / study?;why are you studying?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;when / you / leave?;when are you leaving?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / smoke?;are you smoking?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;he / play / tennis later?;is he playing tennis later?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / go / shopping at the weekend?;are you going shopping at the weekend?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;you / drink / wine?;are you drinking wine?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;what / you / drink now?;what are you drinking now?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;what / you / think?;what are you thinking?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;she / work / in an office at the moment?;is she working in an office at the moment?
translation;Present Continuous;Describes actions happening now;It is used for actions in progress ;A: Subject + be + Verb-ing (I am studying).;I: Be + Subject + Verb-ing (Are they running?);N: Subject + be + not + Verb-ing (She isn't eating).;SENTENCE BUILDER;.;what time / she / come?;what time is she coming?
