mode;topic;rule1;rule2;exampleA;exampleI;exampleN;type;wordBank;question;answer
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;I’ll be finished my work ________ an hour. Then  I can go home.’;'in"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;When is the meeting? Is it ________ 2:00?’;'at"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;I like to get up really early  ________ sunrise when the birds start to sing.";"at"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;Tom’s birthday is next week ________ January 14.’;'on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My grandfather was born ________ the 1950s.";"in"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;Will we be ________ time  or will we miss our flight?’;'on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My family and I like to ski ________ winter.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Are there any holidays ________ October?";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Our school cafeteria opens for lunch ________ noon.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"What time does your son go to bed ________ night?";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We moved to this city ________ 2012.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Are you going to do anything special ________ your birthday?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I’m not going to watch that tv show. It starts ________ midnight!";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"spring starts ________ March";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It usually starts ________ the 21st of that month";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Independence Day is ________ July 4th.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My birthday is ________ the summer.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I was born ________ August 3rd.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The fail equinox will take place ________ or about September 22nd.";"on"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;I have a docto`s appointment ________ 9:30am ________ Friday.’;'at on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"School usually begins ________ September.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Christmas is ________ December 25th.";"on"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;Our church bake sale is ________ February 4th ________ 3pm.’;'on at"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;Her baby was born ________ 2:43am.’;'at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Please dont be late for dinner ________ Thanksgiving day.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I love the smell of leaves ________ the fall";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Lets meet at the restaurant ________ 5 oclock";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The assignment should be completed ________ or before May 15th.";"on"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;Please take the cake out of the oven ________ 3:45’;'at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Some store are closed ________ Sundays.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Halloween is celebrated ________ the month of October.";"in"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;Her plane is scheduled to land ________ 10:35pm ________ January 3rd.’;'at on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Oh no! Our professor has scheduled a test ________ my birthday!";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We will take a vacation ________ the summer.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ night she comes to my bed..";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She is coming here ________ a few days..";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We were up before sunrise ________ Sunday morning..";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Monday came the beginning of realization..";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"They are going to have an opportunity ________ night..";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"There was very little conversation ________ dinner..";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It had all passed ________ a moment..";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We´ll see to that ________ the morning..";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ the morning I will send for you..";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ a moment she had him by the arm..";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ a few minutes they stood before the ship..";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Sunday I went to see her..";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She had waited for his appearance ________ Sunday..";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"By that time it was late ________ the evening.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I guess I will be back ________ Friday";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"But ________ the spring it is different.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I went to see him again ________ the morning.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It happened just ________ dawn this morning.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She was expected to return ________ Monday afternoon.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"do not want to see you ________ the morning..";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"There was a loud noise which woke us up ________ midnight.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Do you usually eat chocolate eggs ________ Easter?";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"What are you doing ________ the weekend?";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My father always reads the paper ________ breakfast time.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She plays tennis ________ Fridays.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The trees here are really beautiful ________ the spring.";"in"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;I´ll see you ________ Tuesday afternoon then.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Shakespeare died ________ 1616.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"In my hometown the shops open early ________ the morning.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She met her husband ________ 1998.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We are meeting ________ Friday morning.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I often get sleepy ________ the afternoon.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"His daughter was born ________ the 24th of August.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Mobile phones became popular ________ the nineties.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Luckily the weather was perfect ________ her wedding day.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I saw her ________ Christmas.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I saw her ________ Christmas day.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I was born ________ July.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"If happened ________ 2001.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He started work ________ Monday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She often goes out ________ night.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She often goes out ________ Friday night.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It rains a lot ________ spring.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I get up ________ 7am.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The lessons are ________ the afternoon.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I was popular ________ the 1980s.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The class is ________ Tuesdays and Thursdays.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"It was popular ________ the twentieth century.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Jack is playing tennis ________ Sunday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My brother´s birthday is ________ the 5th of November";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"My birthday is ________ May.";"in"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;________ 1666 a great fire broke out ________ London.";"in in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I don´t like walking alone ________ the streets ________ night.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"What are you doing ________ the afternoon?";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Let´s meet ________ six o´clock.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He was born ________ July.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I went there ________ 1978.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She´ll be at work ________ Friday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We met ________ Christmas day.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"They drove to the city ________ September 15th.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We arrived ________ this country ________ October.";"in on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I love to go shopping ________ Christmas time.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We get up early ________ the morning.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Do you dream ________ night?";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"What do you like doing ________ Fridays?";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"He´s working ________ his homework ________ the moment.";"in at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I lived ________ the US ________ the 1980s.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I´ll see you ________ a few weeks.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We like going to the movies ________ the evening.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ Monday I have to go to the doctor.";"on"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;________ 3:00 PM we are going home.’;'at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"________ an hour my sister is coming home.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Dinner will be ready ________ two hours";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"The train will be here ________ a few minutes.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"There is a party ________ the 4 of July.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We have a test ________ 3 days.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I hate doing the shopping ________ Saturdays.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She passed her driving test ________ March.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Valencia is too hot for me ________ the summer.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"…. Sunday mornings I have coffee and toast for breakfast and read the newspaper.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"…. Monday and Wednesday evenings I go to English class.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We´re planning to go skiing ________ Easter.";"at"
translation;Prepositions;Choose the correct preposition;Complete the sentence correctly;She is at school;I go to work;The book is on the table;PREPOSITION;;It´s ridiculous. The bank closes ________ 2:30 pm.’;'at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"ony had an awful journey to Mexico ________ Christmas Eve 2003.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"…. 1492 Columbus sailed the ocean blue.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"Some people study best ________ night but I prefer the morning.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I love watching the James Bond film ________ my birthday.";"on"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I normally phone my girlfriend ________ 10 o´clock every evening.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"I hate going out ________ the week.";"in"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"We usually go out for dinner ________ the weekend.";"at"
translation;Prepositions;"Choose the correct preposition";"Complete the sentence correctly";"She is at school";"I go to work";"The book is on the table";"PREPOSITION ";"IN | ON | AT";"She´s always very grumpy first thing ________ the morning.";"in"
