question;hint;option1;option2;option3;answer
What do we call a table used for studying or working?;"";desk;sofa;wardrobe;desk
What do we call a table usually placed in front of a sofa?;"";coffee table;bedside table;desk;coffee table
What do we call a table where people eat meals?;"";dining table;coffee table;bedside table;dining table
What do we call furniture used to store books?;"";bookshelf;wardrobe;cupboard;bookshelf
What do we call furniture with doors and shelves for storing things?;"";cupboard;sofa;desk;cupboard
What do we call a small piece of furniture used beside a sofa?;"";side table;wardrobe;bed;side table
What do we call a soft covering placed on a floor?;"";carpet;curtain;blanket;carpet
What do we call a removable floor covering that is usually smaller than a carpet?;"";rug;curtain;pillow;rug
What do we use to cover a window for privacy?;"";curtain;carpet;blanket;curtain
What do we use to cover ourselves while sleeping?;"";blanket;curtain;rug;blanket
What do we put under our head when sleeping?;"";pillow;blanket;mattress;pillow
What do we sleep on?;"";mattress;pillow;carpet;mattress
What do we use to keep a room warm?;"";heater;fan;vacuum cleaner;heater
What do we use to cool the air in a room?;"";air conditioner;heater;oven;air conditioner
What do we use to move air around a room?;"";fan;heater;fridge;fan
What appliance keeps food cold?;"";refrigerator;oven;washing machine;refrigerator
What appliance is used to cook food with heat?;"";oven;refrigerator;vacuum cleaner;oven
What appliance is commonly used to heat food quickly?;"";microwave;dishwasher;freezer;microwave
What appliance keeps food frozen?;"";freezer;oven;toaster;freezer
What appliance washes dishes automatically?;"";dishwasher;washing machine;microwave;dishwasher
What appliance is used to wash clothes?;"";washing machine;dishwasher;dryer;washing machine
What appliance removes water from clothes after washing?;"";dryer;oven;dishwasher;dryer
What appliance is used to clean floors by sucking up dust?;"";vacuum cleaner;washing machine;toaster;vacuum cleaner
What appliance is used to make bread slices brown?;"";toaster;oven;freezer;toaster
What appliance is used to boil water quickly?;"";kettle;microwave;refrigerator;kettle
What do we use to cook food on the top of a stove?;"";stove;sofa;wardrobe;stove
What do we use to wash our hands and dishes?;"";sink;bathtub;toilet;sink
What do we use to take a shower?;"";shower;sink;oven;shower
What do we use to take a bath?;"";bathtub;shower;toilet;bathtub
What do we use in the bathroom to sit on?;"";toilet;sink;bathtub;toilet
What do we use to dry ourselves after a shower?;"";towel;blanket;curtain;towel
What do we use to clean our teeth?;"";toothbrush;sponge;broom;toothbrush
What do we use with a toothbrush to clean our teeth?;"";toothpaste;soap;detergent;toothpaste
What do we use to wash our hands and body?;"";soap;toothpaste;detergent;soap
What do we use to clean dishes?;"";dish soap;shampoo;toothpaste;dish soap
What do we use to clean floors?;"";mop;pillow;towel;mop
What do we use to sweep the floor?;"";broom;mop;vacuum;broom
What do we use to clean windows?;"";window cleaner;dish soap;toothpaste;window cleaner
What do we use to clean surfaces and remove dust?;"";cloth;broom;pillow;cloth
What do we use to wash clothes?;"";detergent;soap;shampoo;detergent
What do we call a container used for throwing away rubbish?;"";trash can;cupboard;drawer;trash can
What do we call the material we throw away?;"";rubbish;furniture;equipment;rubbish
What do we call a container used to keep food or liquids?;"";container;pillow;carpet;container
What do we call a device that provides light?;"";lamp;heater;fan;lamp
What do we call the main light attached to the ceiling?;"";ceiling light;desk lamp;heater;ceiling light
What do we use to turn a light on or off?;"";light switch;door handle;tap;light switch
What do we use to open and close a door?;"";door handle;light switch;window sill;door handle
What do we use to control the flow of water?;"";tap;door handle;switch;tap
What do we call a device that detects smoke and makes a warning sound?;"";smoke alarm;doorbell;thermostat;smoke alarm
What do we use to control the temperature of a house?;"";thermostat;smoke alarm;doorbell;thermostat
What do we use to announce that someone is at the door?;"";doorbell;thermostat;smoke alarm;doorbell
What do we call the pipes that carry water into a house?;"";plumbing;wiring;roofing;plumbing
What do we call the electrical system inside a house?;"";wiring;plumbing;flooring;wiring
What do we call the material covering the floor?;"";flooring;plumbing;roofing;flooring
What do we call the process of repairing something in a house?;"";maintenance;decoration;construction;maintenance
What do we call the process of making a house look more attractive?;"";decoration;maintenance;plumbing;decoration
What do we call the furniture and objects used to make a room attractive?;"";decor;equipment;appliances;decor
What do we call the style of a room's decoration?;"";interior design;plumbing;maintenance;interior design
What do we call a person who fixes water pipes?;"";plumber;electrician;carpenter;plumber
What do we call a person who repairs electrical systems?;"";electrician;plumber;painter;electrician
What do we call a person who works with wood and makes furniture?;"";carpenter;plumber;electrician;carpenter
What do we call a person who paints walls and rooms?;"";painter;carpenter;plumber;painter
What do we call a person who cleans houses professionally?;"";cleaner;builder;gardener;cleaner
What do we call a person who takes care of gardens?;"";gardener;cleaner;carpenter;gardener
What do we call a person who constructs houses?;"";builder;gardener;painter;builder
What do we call the area where a house is located?;"";neighborhood;ceiling;furniture;neighborhood
What do we call the people who live near your home?;"";neighbors;tenants;guests;neighbors
What do we call a person who rents a house or apartment?;"";tenant;landlord;neighbor;tenant
What do we call the person who owns a property that is rented?;"";landlord;tenant;neighbor;landlord
