question;hint;option1;option2;option3;answer
What nutrients help regulate many body functions?;"";vitamins;proteins;fats;vitamins
What nutrients such as calcium and iron are needed by the body?;"";minerals;proteins;carbohydrates;minerals
What do we call food that contains many useful nutrients?;"";nutritious food;junk food;processed food;nutritious food
What do we call food with little nutritional value?;"";junk food;whole food;fresh food;junk food
What do we call food that has been changed or prepared industrially?;"";processed food;raw food;fresh food;processed food
What do we call food that has not been heavily processed?;"";whole food;junk food;fast food;whole food
What do we call a balanced combination of foods eaten regularly?;"";healthy diet;fast food;junk food;healthy diet
What do we call the foods someone normally eats?;"";diet;exercise;medicine;diet
What do we call eating more food than the body needs?;"";overeating;fasting;hydration;overeating
What do we call intentionally not eating for a period of time?;"";fasting;overeating;snacking;fasting
What do we call eating a small amount of food between meals?;"";snacking;fasting;training;snacking
What do we call the process of breaking down food in the body?;"";digestion;circulation;respiration;digestion
What organ pumps blood around the body?;"";heart;lung;kidney;heart
What organs are mainly responsible for breathing?;"";lungs;kidneys;liver;lungs
What organ helps remove waste from the blood and produces urine?;"";kidney;heart;stomach;kidney
What organ produces bile and helps process nutrients?;"";liver;lung;heart;liver
What organ stores and digests food?;"";stomach;kidney;brain;stomach
What organ controls thoughts, movement, and many body functions?;"";brain;heart;liver;brain
What do we call the hard structures that support the body?;"";bones;muscles;tissues;bones
What do we call the tissues that help the body move?;"";muscles;bones;organs;muscles
What connects muscles to bones?;"";tendons;ligaments;veins;tendons
What connects bones to other bones?;"";ligaments;tendons;muscles;ligaments
What do we call the system of bones in the body?;"";skeleton;muscles;nervous system;skeleton
What do we call the system that carries blood around the body?;"";circulatory system;digestive system;respiratory system;circulatory system
What do we call the system responsible for breathing?;"";respiratory system;digestive system;skeletal system;respiratory system
What do we call the system that breaks down food?;"";digestive system;circulatory system;nervous system;digestive system
What do we call the body's ability to fight disease?;"";immune system;digestive system;skeletal system;immune system
What do we call the body's natural defense against infection?;"";immune response;heart rate;digestion;immune response
What do we call an illness caused by harmful microorganisms?;"";infection;injury;allergy;infection
What do we call a condition in which the body reacts badly to a substance such as pollen?;"";allergy;infection;fracture;allergy
What do we call damage to the body caused by an accident or exercise?;"";injury;infection;vitamin;injury
What do we call a broken bone?;"";fracture;bruise;strain;fracture
What do we call a dark mark caused by an injury under the skin?;"";bruise;fracture;cut;bruise
What do we call an injury to a muscle caused by overstretching it?;"";strain;fracture;bruise;strain
What do we call an injury to a ligament?;"";sprain;strain;fracture;sprain
What do we call physical pain or discomfort?;"";pain;strength;energy;pain
What do we call feeling extremely tired?;"";fatigue;fitness;hydration;fatigue
What do we call a temporary lack of energy?;"";tiredness;strength;stamina;tiredness
What do we call the body's need for sleep?;"";sleepiness;hunger;thirst;sleepiness
What do we call the regular period when the body rests and recovers at night?;"";sleep;exercise;digestion;sleep
What do we call difficulty falling or staying asleep?;"";insomnia;fatigue;stress;insomnia
What do we call physical or mental tension caused by difficult situations?;"";stress;fitness;nutrition;stress
What do we call a feeling of worry or nervousness?;"";anxiety;strength;stamina;anxiety
What do we call the ability to remain calm and recover from difficulties?;"";resilience;fatigue;injury;resilience
What do we call the position in which you hold your body?;"";posture;balance;strength;posture
What do we call having more body fat than is considered healthy?;"";obesity;fitness;hydration;obesity
What do we call the amount of body weight relative to height?;"";BMI;heart rate;blood pressure;BMI
What do we call the process of reducing body weight?;"";weight loss;weight gain;recovery;weight loss
What do we call the process of increasing body weight?;"";weight gain;weight loss;fasting;weight gain
What do we call a healthy body weight appropriate for someone's size?;"";healthy weight;maximum weight;training weight;healthy weight
What do we call the ability to perform daily activities without excessive fatigue?;"";fitness;illness;injury;fitness
What do we call a professional who designs exercise programs?;"";personal trainer;pharmacist;dentist;personal trainer
What do we call a professional who gives advice about food and nutrition?;"";nutritionist;physiotherapist;surgeon;nutritionist
What do we call a professional who helps people recover from physical injuries?;"";physiotherapist;nutritionist;dentist;physiotherapist
What do we call a doctor who specializes in sports injuries and physical activity?;"";sports physician;dentist;pharmacist;sports physician
What do we call a place where people exercise using machines and weights?;"";gym;clinic;pharmacy;gym
What do we call a machine used for running indoors?;"";treadmill;rowing machine;exercise bike;treadmill
What do we call a stationary machine that simulates cycling?;"";exercise bike;treadmill;rowing machine;exercise bike
What do we call a machine that simulates rowing?;"";rowing machine;treadmill;exercise bike;rowing machine
What do we call weights used for strength training that can be held in one hand?;"";dumbbells;kettlebells;bands;dumbbells
What do we call a heavy weight with a handle used in strength training?;"";kettlebell;dumbbell;treadmill;kettlebell
What do we call elastic equipment used for resistance exercises?;"";resistance band;jump rope;dumbbell;resistance band
What do we call a rope used for a cardio exercise involving jumping?;"";jump rope;resistance band;yoga mat;jump rope
What do we use under our body during yoga or floor exercises?;"";yoga mat;dumbbell;treadmill;yoga mat
