question;hint;option1;option2;option3;answer
Definition|Which word matches the definition? "A shape with five sides.";"";pentagon;hexagon;octagon;pentagon
Definition|Which word matches the definition? "A shape with six sides.";"";hexagon;pentagon;triangle;hexagon
Definition|Which word matches the definition? "A shape with seven sides.";"";heptagon;octagon;hexagon;heptagon
Definition|Which word matches the definition? "A shape with eight sides.";"";octagon;pentagon;triangle;octagon
Definition|Which word matches the definition? "A shape with ten sides.";"";decagon;hexagon;octagon;decagon
Definition|Which word matches the definition? "A shape with twelve sides.";"";dodecagon;decagon;pentagon;dodecagon
Definition|Which word matches the definition? "A three-dimensional shape with six square faces.";"";cube;sphere;cone;cube
Definition|Which word matches the definition? "A perfectly round three-dimensional shape.";"";sphere;cube;cylinder;sphere
Definition|Which word matches the definition? "A three-dimensional shape with a circular base and a pointed top.";"";cone;cube;sphere;cone
Definition|Which word matches the definition? "A three-dimensional shape with two circular ends.";"";cylinder;cone;pyramid;cylinder
Definition|Which word matches the definition? "A solid shape with triangular faces meeting at one point.";"";pyramid;cube;cylinder;pyramid
Definition|Which word matches the definition? "A shape with four straight sides and four right angles.";"";rectangle;circle;pentagon;rectangle
Definition|Which word matches the definition? "A four-sided shape with no equal sides necessarily.";"";quadrilateral;triangle;circle;quadrilateral
Definition|Which word matches the definition? "A triangle with three equal sides.";"";equilateral triangle;rectangle;oval;equilateral triangle
Definition|Which word matches the definition? "A triangle with two equal sides.";"";isosceles triangle;circle;square;isosceles triangle
Definition|Which word matches the definition? "A triangle with no equal sides.";"";scalene triangle;cube;oval;scalene triangle
Definition|Which word matches the definition? "A triangle with one angle of 90 degrees.";"";right triangle;circle;pentagon;right triangle
Definition|Which word matches the definition? "A shape with four equal sides but angles that are not necessarily 90 degrees.";"";rhombus;rectangle;circle;rhombus
Definition|Which word matches the definition? "A four-sided shape with opposite sides parallel.";"";parallelogram;triangle;circle;parallelogram
Definition|Which word matches the definition? "A four-sided shape with at least one pair of parallel sides.";"";trapezoid;circle;pentagon;trapezoid
Definition|Which word matches the definition? "A shape with five or more sides.";"";polygon;circle;oval;polygon
Definition|Which word matches the definition? "A straight line from one side of a shape to the opposite side through the center.";"";diameter;corner;edge;diameter
Definition|Which word matches the definition? "A straight line from the center of a circle to its edge.";"";radius;diameter;angle;radius
Definition|Which word matches the definition? "The point where two sides of a shape meet.";"";corner;center;edge;corner
Definition|Which word matches the definition? "The line forming the outside of a shape.";"";edge;center;angle;edge
Definition|Which word matches the definition? "The exact middle point of a circle or shape.";"";center;corner;side;center
Definition|Which word matches the definition? "The space between two lines that meet.";"";angle;edge;radius;angle
Definition|Which word matches the definition? "A shape that has the same appearance on both sides of a line.";"";symmetrical;irregular;random;symmetrical
Definition|Which word matches the definition? "A shape with no regular pattern or equal sides.";"";irregular;perfect;round;irregular
Definition|Which word matches the definition? "A shape whose sides and angles follow a regular pattern.";"";regular;irregular;broken;regular
Definition|Which word matches the definition? "A curved line that forms part of a circle.";"";arc;edge;corner;arc
Definition|Which word matches the definition? "A closed round line with every point equally distant from the center.";"";circle;triangle;square;circle
Definition|Which word matches the definition? "A shape formed by two straight lines meeting at a point.";"";angle;circle;oval;angle
Definition|Which word matches the definition? "A shape with four equal sides and four right angles.";"";square;rhombus;triangle;square
