question;hint;option1;option2;option3;answer
What do we call a place where you buy bread and cakes?;"";bakery;butcher's;pharmacy;bakery
What do we call a shop that sells meat?;"";butcher's;bakery;bookshop;butcher's
What do we call a shop that sells books?;"";bookshop;bakery;supermarket;bookshop
What do we call a place where you can buy clothes?;"";clothing store;pharmacy;bank;clothing store
What do we call a place where people keep and borrow money?;"";bank;library;hospital;bank
What do we call a place where you can send letters and packages?;"";post office;bank;airport;post office
What do we call a place where people stay when traveling?;"";hotel;factory;school;hotel
What do we call a place where people eat meals prepared by others?;"";restaurant;library;warehouse;restaurant
What do we call a small restaurant where you can drink coffee?;"";cafe;stadium;bank;cafe
What do we call a place where people buy fresh fruit, vegetables, and other food?;"";market;museum;hospital;market
What do we call an open area in the center of a town?;"";square;highway;tunnel;square
What do we call a public green area in a city?;"";park;factory;station;park
What do we call a large natural area covered with trees?;"";forest;street;square;forest
What do we call an area of land with many trees?;"";woodland;highway;market;woodland
What do we call land covered mainly with grass?;"";field;harbor;street;field
What do we call an area of land used for growing crops?;"";farm;airport;stadium;farm
What do we call a large area of land with very little rain?;"";desert;forest;valley;desert
What do we call low land between mountains or hills?;"";valley;plateau;desert;valley
What do we call a high area of land with a flat top?;"";plateau;valley;forest;plateau
What do we call a natural elevation of land smaller than a mountain?;"";hill;valley;island;hill
What do we call a very high natural elevation of land?;"";mountain;hill;field;mountain
What do we call land completely surrounded by water?;"";island;peninsula;valley;island
What do we call land almost surrounded by water?;"";peninsula;island;desert;peninsula
What do we call a large area of salt water?;"";ocean;river;lake;ocean
What do we call a large body of fresh or salt water surrounded by land?;"";lake;river;ocean;lake
What do we call a natural flow of water toward the sea?;"";river;lake;canal;river
What do we call a narrow waterway made or improved by people?;"";canal;river;ocean;canal
What do we call the land next to the sea?;"";coast;valley;forest;coast
What do we call a sandy area next to the sea?;"";beach;mountain;field;beach
What do we call the area where a river enters the sea?;"";mouth;source;valley;mouth
What do we call the place where a river begins?;"";source;mouth;coast;source
What do we call the direction or route used to reach a place?;"";way;building;corner;way
What do we call a set of instructions for reaching a place?;"";directions;location;address;directions
What do we call the exact position of a place?;"";location;direction;route;location
What do we call information showing where someone lives or where a building is?;"";address;direction;route;address
What do we call the path taken to get from one place to another?;"";route;corner;entrance;route
What do we call the distance between two places?;"";distance;direction;location;distance
What do we say when two places are very close to each other?;"";nearby;far away;opposite;nearby
What do we say when a place is a long distance from another place?;"";far away;nearby;next to;far away
What do we say when two places are beside each other?;"";next to;behind;opposite;next to
What do we say when one place is across from another?;"";opposite;nearby;behind;opposite
What do we say when something is located between two places?;"";between;behind;outside;between
What do we say when something is surrounded by other things?;"";in the middle;next to;outside;in the middle
