question;hint;option1;option2;option3;answer
What nationality is a person from Cyprus?;"";Cypriot;Cuban;Croatian;Cypriot
What nationality is a person from Israel?;"";Israeli;Indian;Irish;Israeli
What nationality is a person from Jordan?;"";Jordanian;Japanese;Jamaican;Jordanian
What nationality is a person from Lebanon?;"";Lebanese;Libyan;Lithuanian;Lebanese
What nationality is a person from Syria?;"";Syrian;Sudanese;Somali;Syrian
What nationality is a person from Iraq?;"";Iraqi;Iranian;Indian;Iraqi
What nationality is a person from Iran?;"";Iranian;Iraqi;Indian;Iranian
What nationality is a person from Saudi Arabia?;"";Saudi;Syrian;Sudanese;Saudi
What nationality is a person from the United Arab Emirates?;"";Emirati;Egyptian;Ethiopian;Emirati
What nationality is a person from Qatar?;"";Qatari;Kuwaiti;Jordanian;Qatari
What nationality is a person from Kuwait?;"";Kuwaiti;Qatari;Kenyan;Kuwaiti
What nationality is a person from Bahrain?;"";Bahraini;Bahamian;Bangladeshi;Bahraini
What nationality is a person from Oman?;"";Omani;Yemeni;Iranian;Omani
What nationality is a person from Yemen?;"";Yemeni;Omani;Kenyan;Yemeni
What nationality is a person from Egypt?;"";Egyptian;Ethiopian;Eritrean;Egyptian
What nationality is a person from Morocco?;"";Moroccan;Mongolian;Mauritian;Moroccan
What nationality is a person from Algeria?;"";Algerian;Albanian;Angolan;Algerian
What nationality is a person from Tunisia?;"";Tunisian;Turkish;Thai;Tunisian
What nationality is a person from Libya?;"";Libyan;Lebanese;Liberian;Libyan
What nationality is a person from South Africa?;"";South African;Sudanese;Somali;South African
What nationality is a person from Nigeria?;"";Nigerian;Nicaraguan;Norwegian;Nigerian
What nationality is a person from Kenya?;"";Kenyan;Korean;Kuwaiti;Kenyan
What nationality is a person from Ethiopia?;"";Ethiopian;Egyptian;Eritrean;Ethiopian
What nationality is a person from Ghana?;"";Ghanaian;Greek;Guatemalan;Ghanaian
What nationality is a person from Uganda?;"";Ugandan;Ukrainian;Uruguayan;Ugandan
What nationality is a person from Tanzania?;"";Tanzanian;Tunisian;Thai;Tanzanian
What nationality is a person from Zimbabwe?;"";Zimbabwean;Zambian;Zairean;Zimbabwean
What nationality is a person from Zambia?;"";Zambian;Zimbabwean;Zanzibari;Zambian
What nationality is a person from Senegal?;"";Senegalese;Serbian;Singaporean;Senegalese
What nationality is a person from Somalia?;"";Somali;Sudanese;Syrian;Somali
What nationality is a person from Sudan?;"";Sudanese;Somali;Senegalese;Sudanese
What nationality is a person from Rwanda?;"";Rwandan;Romanian;Russian;Rwandan
What nationality is a person from Australia?;"";Australian;Austrian;American;Australian
What nationality is a person from New Zealand?;"";New Zealander;Australian;Canadian;New Zealander
What nationality is a person from Japan?;"";Japanese;Jamaican;Jordanian;Japanese
What nationality is a person from China?;"";Chinese;Chilean;Czech;Chinese
What nationality is a person from South Korea?;"";South Korean;North Korean;Japanese;South Korean
What nationality is a person from India?;"";Indian;Indonesian;Iranian;Indian
What nationality is a person from Indonesia?;"";Indonesian;Indian;Iraqi;Indonesian
What nationality is a person from Thailand?;"";Thai;Taiwanese;Turkish;Thai
What nationality is a person from Vietnam?;"";Vietnamese;Venezuelan;Vietnamese;Vietnamese
What nationality is a person from the Philippines?;"";Filipino;Finnish;French;Filipino
What nationality is a person from Malaysia?;"";Malaysian;Maldivian;Mexican;Malaysian
What nationality is a person from Singapore?;"";Singaporean;Senegalese;Slovenian;Singaporean
What nationality is a person from Pakistan?;"";Pakistani;Palestinian;Portuguese;Pakistani
What nationality is a person from Bangladesh?;"";Bangladeshi;Bahraini;Bhutanese;Bangladeshi
What nationality is a person from Nepal?;"";Nepalese;Nigerian;Norwegian;Nepalese
What nationality is a person from Sri Lanka?;"";Sri Lankan;Singaporean;Sudanese;Sri Lankan
What nationality is a person from Mongolia?;"";Mongolian;Moroccan;Montenegrin;Mongolian
What nationality is a person from Kazakhstan?;"";Kazakh;Kenyan;Korean;Kazakh
What nationality is a person from Afghanistan?;"";Afghan;African;Albanian;Afghan
What nationality is a person from Cambodia?;"";Cambodian;Cameroonian;Canadian;Cambodian
What nationality is a person from Myanmar?;"";Burmese;Malaysian;Mongolian;Burmese
What nationality is a person from Fiji?;"";Fijian;Finnish;Filipino;Fijian
