question;hint;option1;option2;option3;answer
Definition|Which word matches the definition? "A person who manages a company's brand.";"";brand manager;pilot;chef;brand manager
Definition|Which word matches the definition? "A person who creates advertising content.";"";advertising specialist;doctor;accountant;advertising specialist
Definition|Which word matches the definition? "A person who manages a company's social media accounts.";"";social media manager;lawyer;mechanic;social media manager
Definition|Which word matches the definition? "A person who creates content for online audiences.";"";content creator;teacher;pilot;content creator
Definition|Which word matches the definition? "A person who writes articles for newspapers or websites.";"";journalist;doctor;chef;journalist
Definition|Which word matches the definition? "A person who reports news on television.";"";news reporter;lawyer;accountant;news reporter
Definition|Which word matches the definition? "A person who presents news on television or radio.";"";news anchor;teacher;mechanic;news anchor
Definition|Which word matches the definition? "A person who takes photographs professionally.";"";photographer;doctor;pilot;photographer
Definition|Which word matches the definition? "A person who creates films.";"";filmmaker;lawyer;chef;filmmaker
Definition|Which word matches the definition? "A person who directs a movie.";"";film director;teacher;accountant;film director
Definition|Which word matches the definition? "A person who writes scripts for films or television.";"";screenwriter;doctor;mechanic;screenwriter
Definition|Which word matches the definition? "A person who acts in films or plays.";"";actor;lawyer;pilot;actor
Definition|Which word matches the definition? "A woman who acts in films or plays.";"";actress;teacher;chef;actress
Definition|Which word matches the definition? "A person who performs music professionally.";"";musician;doctor;accountant;musician
Definition|Which word matches the definition? "A person who sings professionally.";"";singer;lawyer;mechanic;singer
Definition|Which word matches the definition? "A person who plays a musical instrument professionally.";"";instrumentalist;teacher;pilot;instrumentalist
Definition|Which word matches the definition? "A person who creates songs.";"";songwriter;doctor;chef;songwriter
Definition|Which word matches the definition? "A person who conducts an orchestra.";"";conductor;lawyer;accountant;conductor
Definition|Which word matches the definition? "A person who performs on stage.";"";performer;teacher;driver;performer
Definition|Which word matches the definition? "A person who dances professionally.";"";dancer;doctor;lawyer;dancer
Definition|Which word matches the definition? "A person who creates dances and choreography.";"";choreographer;pilot;chef;choreographer
Definition|Which word matches the definition? "A person who creates works of art.";"";artist;teacher;accountant;artist
Definition|Which word matches the definition? "A person who paints pictures professionally.";"";painter;doctor;lawyer;painter
Definition|Which word matches the definition? "A person who creates sculptures.";"";sculptor;pilot;chef;sculptor
Definition|Which word matches the definition? "A person who designs clothing.";"";fashion designer;teacher;mechanic;fashion designer
Definition|Which word matches the definition? "A person who creates styles and clothing collections.";"";fashion designer;doctor;accountant;fashion designer
Definition|Which word matches the definition? "A person who cuts and styles people's hair.";"";hairdresser;lawyer;pilot;hairdresser
Definition|Which word matches the definition? "A person who cuts men's hair professionally.";"";barber;teacher;chef;barber
Definition|Which word matches the definition? "A person who provides beauty treatments.";"";beautician;doctor;mechanic;beautician
Definition|Which word matches the definition? "A person who applies makeup professionally.";"";makeup artist;lawyer;accountant;makeup artist
Definition|Which word matches the definition? "A person who designs and creates gardens.";"";landscape designer;teacher;pilot;landscape designer
Definition|Which word matches the definition? "A person who designs the layout of interiors.";"";interior designer;doctor;chef;interior designer
Definition|Which word matches the definition? "A person who prepares food professionally.";"";chef;lawyer;teacher;chef
Definition|Which word matches the definition? "A person who cooks food in a restaurant.";"";cook;doctor;accountant;cook
Definition|Which word matches the definition? "A person who prepares bread and pastries.";"";baker;pilot;lawyer;baker
Definition|Which word matches the definition? "A person who makes cakes professionally.";"";pastry chef;teacher;mechanic;pastry chef
Definition|Which word matches the definition? "A person who serves food in a restaurant.";"";waiter;doctor;architect;waiter
Definition|Which word matches the definition? "A person who serves customers in a restaurant.";"";waitress;lawyer;pilot;waitress
Definition|Which word matches the definition? "A person who prepares drinks in a bar.";"";bartender;teacher;accountant;bartender
Definition|Which word matches the definition? "A person who manages a restaurant.";"";restaurant manager;doctor;mechanic;restaurant manager
Definition|Which word matches the definition? "A person who welcomes guests at a hotel.";"";receptionist;lawyer;chef;receptionist
Definition|Which word matches the definition? "A person who answers phones and welcomes visitors in an office.";"";receptionist;pilot;teacher;receptionist
Definition|Which word matches the definition? "A person who cleans and maintains hotel rooms.";"";housekeeper;doctor;accountant;housekeeper
Definition|Which word matches the definition? "A person who carries guests' luggage at a hotel.";"";bellhop;lawyer;mechanic;bellhop
Definition|Which word matches the definition? "A person who manages a hotel.";"";hotel manager;teacher;chef;hotel manager
Definition|Which word matches the definition? "A person who organizes travel arrangements.";"";travel agent;doctor;pilot;travel agent
Definition|Which word matches the definition? "A person who guides tourists around a city or country.";"";tour guide;lawyer;accountant;tour guide
Definition|Which word matches the definition? "A person who flies an airplane.";"";pilot;teacher;chef;pilot
Definition|Which word matches the definition? "A person who assists passengers on an airplane.";"";flight attendant;doctor;mechanic;flight attendant
Definition|Which word matches the definition? "A person who drives a taxi.";"";taxi driver;lawyer;architect;taxi driver
Definition|Which word matches the definition? "A person who drives a bus.";"";bus driver;teacher;pilot;bus driver
Definition|Which word matches the definition? "A person who drives a truck.";"";truck driver;doctor;chef;truck driver
Definition|Which word matches the definition? "A person who delivers packages to customers.";"";delivery driver;lawyer;accountant;delivery driver
Definition|Which word matches the definition? "A person who delivers letters and packages.";"";postal worker;teacher;mechanic;postal worker
Definition|Which word matches the definition? "A person who works at a post office.";"";postal clerk;doctor;pilot;postal clerk
Definition|Which word matches the definition? "A person who operates a train.";"";train driver;lawyer;chef;train driver
Definition|Which word matches the definition? "A person who controls the movement of trains.";"";train operator;teacher;accountant;train operator
Definition|Which word matches the definition? "A person who works on a ship.";"";sailor;doctor;mechanic;sailor
Definition|Which word matches the definition? "A person who commands a ship.";"";captain;lawyer;pilot;captain
Definition|Which word matches the definition? "A person who helps passengers on a ship.";"";ship steward;teacher;chef;ship steward
Definition|Which word matches the definition? "A person who catches fish for a living.";"";fisherman;doctor;accountant;fisherman
Definition|Which word matches the definition? "A person who grows crops and raises animals.";"";farmer;lawyer;pilot;farmer
Definition|Which word matches the definition? "A person who grows plants for sale.";"";grower;teacher;mechanic;grower
Definition|Which word matches the definition? "A person who works with trees and forests.";"";forester;doctor;chef;forester
Definition|Which word matches the definition? "A person who takes care of a garden.";"";gardener;lawyer;accountant;gardener
Definition|Which word matches the definition? "A person who studies and cares for forests.";"";forestry worker;teacher;pilot;forestry worker
Definition|Which word matches the definition? "A person who raises animals on a farm.";"";livestock farmer;doctor;mechanic;livestock farmer
Definition|Which word matches the definition? "A person who works with horses.";"";horse trainer;lawyer;chef;horse trainer
Definition|Which word matches the definition? "A person who trains animals.";"";animal trainer;teacher;accountant;animal trainer
Definition|Which word matches the definition? "A person who takes care of animals in a zoo.";"";zookeeper;doctor;pilot;zookeeper
Definition|Which word matches the definition? "A person who studies and protects wild animals.";"";wildlife biologist;lawyer;mechanic;wildlife biologist
Definition|Which word matches the definition? "A person who works to protect the natural environment.";"";environmentalist;teacher;chef;environmentalist
Definition|Which word matches the definition? "A person who collects garbage from homes.";"";garbage collector;doctor;accountant;garbage collector
Definition|Which word matches the definition? "A person who cleans public streets.";"";street cleaner;lawyer;pilot;street cleaner
Definition|Which word matches the definition? "A person who cleans buildings professionally.";"";cleaner;teacher;mechanic;cleaner
Definition|Which word matches the definition? "A person who washes windows professionally.";"";window cleaner;doctor;chef;window cleaner
Definition|Which word matches the definition? "A person who repairs shoes.";"";shoemaker;lawyer;accountant;shoemaker
Definition|Which word matches the definition? "A person who makes or repairs clothing.";"";tailor;teacher;pilot;tailor
Definition|Which word matches the definition? "A person who makes clothes by hand.";"";seamstress;doctor;mechanic;seamstress
Definition|Which word matches the definition? "A person who repairs watches and clocks.";"";watchmaker;lawyer;chef;watchmaker
Definition|Which word matches the definition? "A person who makes jewelry.";"";jeweler;teacher;accountant;jeweler
Definition|Which word matches the definition? "A person who sells products directly to customers.";"";salesperson;doctor;pilot;salesperson
Definition|Which word matches the definition? "A person who sells products in a store.";"";sales assistant;lawyer;mechanic;sales assistant
Definition|Which word matches the definition? "A person who manages a store.";"";store manager;teacher;chef;store manager
Definition|Which word matches the definition? "A person who owns and runs a business.";"";business owner;doctor;accountant;business owner
Definition|Which word matches the definition? "A person who starts a new business.";"";entrepreneur;lawyer;pilot;entrepreneur
Definition|Which word matches the definition? "A person who invests money in businesses.";"";investor;teacher;mechanic;investor
Definition|Which word matches the definition? "A person who manages a company.";"";manager;doctor;chef;manager
Definition|Which word matches the definition? "A person responsible for leading a team.";"";team leader;lawyer;accountant;team leader
Definition|Which word matches the definition? "A person who supervises employees.";"";supervisor;teacher;pilot;supervisor
Definition|Which word matches the definition? "A person who manages a department.";"";department manager;doctor;mechanic;department manager
Definition|Which word matches the definition? "A person who manages the entire company.";"";chief executive officer;lawyer;chef;chief executive officer
Definition|Which word matches the definition? "The highest-ranking executive in a company.";"";CEO;teacher;accountant;CEO
Definition|Which word matches the definition? "A person responsible for a company's finances.";"";CFO;doctor;pilot;CFO
Definition|Which word matches the definition? "A person responsible for a company's technology.";"";CTO;lawyer;mechanic;CTO
Definition|Which word matches the definition? "A person responsible for a company's operations.";"";COO;teacher;chef;COO
Definition|Which word matches the definition? "A person who manages human resources.";"";HR manager;doctor;accountant;HR manager
Definition|Which word matches the definition? "A person who recruits employees.";"";recruiter;lawyer;pilot;recruiter
Definition|Which word matches the definition? "A person who interviews candidates for jobs.";"";recruiter;teacher;mechanic;recruiter
Definition|Which word matches the definition? "A person who helps employees with workplace problems.";"";HR specialist;doctor;chef;HR specialist
Definition|Which word matches the definition? "A person who trains new employees.";"";trainer;lawyer;accountant;trainer
Definition|Which word matches the definition? "A person who manages projects.";"";project manager;teacher;pilot;project manager
Definition|Which word matches the definition? "A person who plans and coordinates business projects.";"";project manager;doctor;mechanic;project manager
Definition|Which word matches the definition? "A person who studies how a company operates.";"";business analyst;lawyer;chef;business analyst
Definition|Which word matches the definition? "A person who advises companies on business strategy.";"";business consultant;teacher;accountant;business consultant
Definition|Which word matches the definition? "A person who provides professional advice to businesses.";"";consultant;doctor;pilot;consultant
Definition|Which word matches the definition? "A person who negotiates business agreements.";"";negotiator;lawyer;mechanic;negotiator
Definition|Which word matches the definition? "A person who represents clients in court.";"";lawyer;teacher;chef;lawyer
Definition|Which word matches the definition? "A person who provides legal advice.";"";attorney;doctor;accountant;attorney
Definition|Which word matches the definition? "A person who works for a law firm.";"";legal assistant;pilot;teacher;legal assistant
Definition|Which word matches the definition? "A person who prepares legal documents.";"";paralegal;doctor;mechanic;paralegal
Definition|Which word matches the definition? "A person who decides cases in a court.";"";judge;lawyer;chef;judge
Definition|Which word matches the definition? "A person who brings a case against someone in court.";"";prosecutor;teacher;accountant;prosecutor
Definition|Which word matches the definition? "A lawyer who represents a person accused of a crime.";"";defense attorney;doctor;pilot;defense attorney
Definition|Which word matches the definition? "A person who investigates crimes.";"";detective;lawyer;mechanic;detective
Definition|Which word matches the definition? "A person who enforces the law.";"";police officer;teacher;chef;police officer
Definition|Which word matches the definition? "A person who works for the police.";"";police officer;doctor;accountant;police officer
Definition|Which word matches the definition? "A person who investigates fires.";"";fire investigator;lawyer;pilot;fire investigator
Definition|Which word matches the definition? "A person who puts out fires.";"";firefighter;teacher;mechanic;firefighter
Definition|Which word matches the definition? "A person who protects a country through military service.";"";soldier;doctor;chef;soldier
Definition|Which word matches the definition? "A person who serves in the armed forces.";"";military officer;lawyer;accountant;military officer
Definition|Which word matches the definition? "A person who flies military aircraft.";"";military pilot;teacher;mechanic;military pilot
Definition|Which word matches the definition? "A person who works for a government department.";"";civil servant;doctor;chef;civil servant
Definition|Which word matches the definition? "A person elected to represent citizens in government.";"";politician;lawyer;pilot;politician
Definition|Which word matches the definition? "A person who leads a city or town.";"";mayor;teacher;accountant;mayor
Definition|Which word matches the definition? "A person who represents a country in another country.";"";ambassador;doctor;mechanic;ambassador
Definition|Which word matches the definition? "A person who works in diplomacy.";"";diplomat;lawyer;chef;diplomat
Definition|Which word matches the definition? "A person who writes news stories.";"";journalist;teacher;pilot;journalist
Definition|Which word matches the definition? "A person who edits written content.";"";editor;doctor;accountant;editor
Definition|Which word matches the definition? "A person who checks and corrects written texts.";"";proofreader;lawyer;mechanic;proofreader
Definition|Which word matches the definition? "A person who translates written or spoken language.";"";translator;teacher;chef;translator
Definition|Which word matches the definition? "A person who translates spoken language in real time.";"";interpreter;doctor;pilot;interpreter
Definition|Which word matches the definition? "A person who writes books.";"";author;lawyer;accountant;author
Definition|Which word matches the definition? "A person who writes novels.";"";novelist;teacher;mechanic;novelist
Definition|Which word matches the definition? "A person who writes poems.";"";poet;doctor;chef;poet
Definition|Which word matches the definition? "A person who writes technical documents.";"";technical writer;lawyer;pilot;technical writer
Definition|Which word matches the definition? "A person who designs products.";"";product designer;teacher;accountant;product designer
Definition|Which word matches the definition? "A person who designs industrial products.";"";industrial designer;doctor;mechanic;industrial designer
Definition|Which word matches the definition? "A person who designs logos and visual identities.";"";brand designer;lawyer;chef;brand designer
Definition|Which word matches the definition? "A person who creates animations.";"";animator;teacher;pilot;animator
Definition|Which word matches the definition? "A person who creates illustrations.";"";illustrator;doctor;accountant;illustrator
Definition|Which word matches the definition? "A person who creates photographs for magazines or businesses.";"";commercial photographer;lawyer;mechanic;commercial photographer
Definition|Which word matches the definition? "A person who records and edits video.";"";videographer;teacher;chef;videographer
Definition|Which word matches the definition? "A person who operates a camera for films or television.";"";camera operator;doctor;pilot;camera operator
Definition|Which word matches the definition? "A person who records sound for films or music.";"";sound engineer;lawyer;accountant;sound engineer
Definition|Which word matches the definition? "A person who mixes and edits recorded audio.";"";audio engineer;teacher;mechanic;audio engineer
Definition|Which word matches the definition? "A person who works in a theater and helps produce performances.";"";theater technician;doctor;chef;theater technician
Definition|Which word matches the definition? "A person who designs sets for theater or film.";"";set designer;lawyer;pilot;set designer
Definition|Which word matches the definition? "A person who manages actors during a film production.";"";casting director;teacher;accountant;casting director
Definition|Which word matches the definition? "A person who selects actors for a movie or play.";"";casting director;doctor;mechanic;casting director
Definition|Which word matches the definition? "A person who manages a film production.";"";producer;lawyer;chef;producer
Definition|Which word matches the definition? "A person who provides professional hair and beauty services.";"";stylist;teacher;pilot;stylist
Definition|Which word matches the definition? "A person who designs and creates floral arrangements.";"";florist;doctor;accountant;florist
Definition|Which word matches the definition? "A person who sells flowers.";"";florist;lawyer;mechanic;florist
Definition|Which word matches the definition? "A person who repairs bicycles.";"";bicycle mechanic;teacher;chef;bicycle mechanic
Definition|Which word matches the definition? "A person who repairs motorcycles.";"";motorcycle mechanic;doctor;pilot;motorcycle mechanic
Definition|Which word matches the definition? "A person who repairs electrical appliances.";"";appliance technician;lawyer;accountant;appliance technician
Definition|Which word matches the definition? "A person who repairs heating and cooling systems.";"";HVAC technician;teacher;mechanic;HVAC technician
Definition|Which word matches the definition? "A person who installs air conditioning systems.";"";air conditioning technician;doctor;chef;air conditioning technician
Definition|Which word matches the definition? "A person who repairs elevators.";"";elevator technician;lawyer;pilot;elevator technician
Definition|Which word matches the definition? "A person who repairs locks and keys.";"";locksmith;teacher;accountant;locksmith
Definition|Which word matches the definition? "A person who makes keys and repairs locks.";"";locksmith;doctor;mechanic;locksmith
Definition|Which word matches the definition? "A person who works with glass.";"";glazier;lawyer;chef;glazier
Definition|Which word matches the definition? "A person who installs glass in windows.";"";glazier;teacher;pilot;glazier
Definition|Which word matches the definition? "A person who works with stone.";"";stonemason;doctor;accountant;stonemason
Definition|Which word matches the definition? "A person who builds walls and structures with stone.";"";stonemason;lawyer;mechanic;stonemason
Definition|Which word matches the definition? "A person who makes furniture.";"";furniture maker;teacher;chef;furniture maker
Definition|Which word matches the definition? "A person who repairs furniture.";"";furniture restorer;doctor;pilot;furniture restorer
Definition|Which word matches the definition? "A person who restores old buildings or objects.";"";restorer;lawyer;accountant;restorer
Definition|Which word matches the definition? "A person who works in a museum and takes care of collections.";"";curator;teacher;mechanic;curator
Definition|Which word matches the definition? "A person who studies and preserves historical objects.";"";museum curator;doctor;chef;museum curator
Definition|Which word matches the definition? "A person who works with artworks in a gallery.";"";gallery curator;lawyer;pilot;gallery curator
Definition|Which word matches the definition? "A person who sells artwork.";"";art dealer;teacher;accountant;art dealer
Definition|Which word matches the definition? "A person who buys and sells antiques.";"";antique dealer;doctor;mechanic;antique dealer
Definition|Which word matches the definition? "A person who works in a laboratory.";"";laboratory technician;lawyer;chef;laboratory technician
Definition|Which word matches the definition? "A person who conducts scientific experiments.";"";scientist;teacher;pilot;scientist
Definition|Which word matches the definition? "A person who assists a scientist in a laboratory.";"";lab technician;doctor;accountant;lab technician
Definition|Which word matches the definition? "A person who studies and develops new medicines.";"";pharmaceutical researcher;lawyer;mechanic;pharmaceutical researcher
Definition|Which word matches the definition? "A person who works with medical images such as X-rays.";"";radiologist;teacher;chef;radiologist
Definition|Which word matches the definition? "A person who operates medical imaging equipment.";"";radiology technician;doctor;pilot;radiology technician
Definition|Which word matches the definition? "A person who analyzes blood and other biological samples.";"";laboratory scientist;lawyer;accountant;laboratory scientist
Definition|Which word matches the definition? "A person who provides dental care.";"";dentist;teacher;mechanic;dentist
Definition|Which word matches the definition? "A person who assists a dentist.";"";dental assistant;doctor;chef;dental assistant
