question;hint;option1;option2;option3;answer
What is the opposite of "likely"?;"";unlikely;possible;probable;unlikely
What is the opposite of "limited"?;"";unlimited;restricted;small;unlimited
What is the opposite of "local"?;"";global;nearby;domestic;global
What is the opposite of "loose"?;"";tight;free;open;tight
What is the opposite of "loud"?;"";quiet;noisy;strong;quiet
What is the opposite of "major"?;"";minor;important;large;minor
What is the opposite of "maximum"?;"";minimum;highest;greatest;minimum
What is the opposite of "modern"?;"";ancient;new;recent;ancient
What is the opposite of "natural"?;"";artificial;normal;organic;artificial
What is the opposite of "near"?;"";far;close;next;far
What is the opposite of "necessary"?;"";unnecessary;important;essential;unnecessary
What is the opposite of "negative"?;"";positive;bad;wrong;positive
What is the opposite of "noisy"?;"";quiet;loud;busy;quiet
What is the opposite of "normal"?;"";abnormal;usual;regular;abnormal
What is the opposite of "optimistic"?;"";pessimistic;hopeful;positive;pessimistic
What is the opposite of "ordinary"?;"";extraordinary;normal;common;extraordinary
What is the opposite of "outgoing"?;"";reserved;friendly;active;reserved
What is the opposite of "outside"?;"";inside;external;away;inside
What is the opposite of "overestimate"?;"";underestimate;calculate;predict;underestimate
What is the opposite of "patient"?;"";impatient;calm;careful;impatient
What is the opposite of "permanent"?;"";temporary;stable;lasting;temporary
What is the opposite of "permit"?;"";prohibit;allow;accept;prohibit
What is the opposite of "pleasant"?;"";unpleasant;enjoyable;comfortable;unpleasant
What is the opposite of "polite"?;"";rude;kind;formal;rude
What is the opposite of "poor"?;"";rich;weak;cheap;rich
What is the opposite of "possible"?;"";impossible;likely;probable;impossible
What is the opposite of "powerful"?;"";weak;strong;important;weak
What is the opposite of "private"?;"";public;personal;secret;public
What is the opposite of "protect"?;"";endanger;defend;guard;endanger
What is the opposite of "proud"?;"";ashamed;confident;satisfied;ashamed
What is the opposite of "public"?;"";private;open;official;private
What is the opposite of "pull"?;"";push;drag;move;push
What is the opposite of "punish"?;"";reward;blame;criticize;reward
What is the opposite of "rare"?;"";common;unusual;special;common
What is the opposite of "reduce"?;"";increase;lower;decrease;increase
What is the opposite of "regular"?;"";irregular;normal;usual;irregular
What is the opposite of "reject"?;"";accept;refuse;deny;accept
What is the opposite of "remember"?;"";forget;recall;recognize;forget
What is the opposite of "repair"?;"";damage;fix;restore;damage
What is the opposite of "respect"?;"";disrespect;admire;honor;disrespect
What is the opposite of "rich"?;"";poor;wealthy;successful;poor
What is the opposite of "rough"?;"";smooth;hard;uneven;smooth
What is the opposite of "rude"?;"";polite;impolite;harsh;polite
What is the opposite of "safe"?;"";dangerous;secure;protected;dangerous
What is the opposite of "satisfy"?;"";disappoint;please;fulfill;disappoint
What is the opposite of "save"?;"";waste;keep;protect;waste
What is the opposite of "scarce"?;"";abundant;limited;rare;abundant
What is the opposite of "secure"?;"";insecure;safe;protected;insecure
What is the opposite of "serious"?;"";funny;important;formal;funny
What is the opposite of "sharp"?;"";blunt;pointed;clever;blunt
What is the opposite of "short"?;"";long;small;brief;long
What is the opposite of "simple"?;"";complicated;easy;basic;complicated
What is the opposite of "single"?;"";married;alone;individual;married
What is the opposite of "skillful"?;"";clumsy;talented;capable;clumsy
What is the opposite of "slow"?;"";fast;late;gradual;fast
What is the opposite of "soft"?;"";hard;gentle;weak;hard
What is the opposite of "special"?;"";ordinary;unique;important;ordinary
What is the opposite of "strong"?;"";weak;powerful;healthy;weak
What is the opposite of "success"?;"";failure;achievement;victory;failure
What is the opposite of "superior"?;"";inferior;better;higher;inferior
What is the opposite of "sweet"?;"";bitter;sugary;pleasant;bitter
What is the opposite of "temporary"?;"";permanent;short;brief;permanent
What is the opposite of "thick"?;"";thin;wide;heavy;thin
What is the opposite of "tight"?;"";loose;firm;close;loose
What is the opposite of "tiny"?;"";huge;small;short;huge
What is the opposite of "traditional"?;"";modern;old;historical;modern
What is the opposite of "transparent"?;"";opaque;clear;visible;opaque
What is the opposite of "true"?;"";false;correct;real;false
What is the opposite of "typical"?;"";unusual;normal;common;unusual
What is the opposite of "useful"?;"";useless;helpful;practical;useless
What is the opposite of "vacant"?;"";occupied;empty;available;occupied
What is the opposite of "victory"?;"";defeat;success;win;defeat
What is the opposite of "visible"?;"";invisible;clear;obvious;invisible
What is the opposite of "voluntary"?;"";compulsory;optional;willing;compulsory
What is the opposite of "weak"?;"";strong;soft;fragile;strong
What is the opposite of "wide"?;"";narrow;broad;large;narrow
What is the opposite of "willing"?;"";reluctant;eager;ready;reluctant
What is the opposite of "wise"?;"";foolish;clever;smart;foolish
What is the opposite of "wrong"?;"";right;false;bad;right
What is the opposite of "young"?;"";old;new;modern;old
What is the opposite of "abundant"?;"";scarce;plentiful;common;scarce
What is the opposite of "accurate"?;"";inaccurate;correct;precise;inaccurate
What is the opposite of "adequate"?;"";inadequate;sufficient;enough;inadequate
What is the opposite of "aggressive"?;"";peaceful;hostile;violent;peaceful
What is the opposite of "alert"?;"";unaware;awake;attentive;unaware
What is the opposite of "amateur"?;"";professional;beginner;novice;professional
What is the opposite of "apparent"?;"";hidden;obvious;visible;hidden
What is the opposite of "approximate"?;"";exact;rough;estimated;exact
What is the opposite of "arrogant"?;"";humble;proud;confident;humble
What is the opposite of "artificial"?;"";genuine;synthetic;fake;genuine
What is the opposite of "attentive"?;"";inattentive;careful;focused;inattentive
What is the opposite of "authentic"?;"";fake;genuine;original;fake
What is the opposite of "beneficial"?;"";harmful;useful;helpful;harmful
What is the opposite of "biased"?;"";impartial;unfair;prejudiced;impartial
What is the opposite of "brief"?;"";lengthy;short;quick;lengthy
What is the opposite of "broad"?;"";narrow;wide;extensive;narrow
What is the opposite of "capable"?;"";incapable;skilled;competent;incapable
What is the opposite of "certain"?;"";uncertain;sure;definite;uncertain
What is the opposite of "civilized"?;"";barbaric;polite;modern;barbaric
What is the opposite of "coherent"?;"";incoherent;logical;clear;incoherent
What is the opposite of "competent"?;"";incompetent;skilled;capable;incompetent
What is the opposite of "concise"?;"";verbose;brief;short;verbose
What is the opposite of "confident"?;"";insecure;certain;bold;insecure
What is the opposite of "conscious"?;"";unconscious;aware;awake;unconscious
What is the opposite of "consistent"?;"";inconsistent;stable;regular;inconsistent
What is the opposite of "constructive"?;"";destructive;helpful;creative;destructive
What is the opposite of "conventional"?;"";unconventional;traditional;normal;unconventional
What is the opposite of "credible"?;"";unbelievable;trustworthy;reliable;unbelievable
What is the opposite of "crucial"?;"";unimportant;essential;vital;unimportant
What is the opposite of "deliberate"?;"";accidental;intentional;planned;accidental
What is the opposite of "dependent"?;"";independent;reliant;connected;independent
What is the opposite of "detailed"?;"";general;thorough;specific;general
What is the opposite of "diligent"?;"";lazy;hardworking;careful;lazy
What is the opposite of "domestic"?;"";foreign;local;national;foreign
What is the opposite of "dynamic"?;"";static;active;changing;static
What is the opposite of "efficient"?;"";inefficient;productive;effective;inefficient
What is the opposite of "ethical"?;"";unethical;moral;honest;unethical
What is the opposite of "explicit"?;"";implicit;clear;direct;implicit
What is the opposite of "external"?;"";internal;outside;foreign;internal
What is the opposite of "flexible"?;"";inflexible;adaptable;versatile;inflexible
What is the opposite of "fortunate"?;"";unfortunate;lucky;successful;unfortunate
What is the opposite of "frequent"?;"";infrequent;regular;common;infrequent
What is the opposite of "generous"?;"";stingy;kind;giving;stingy
What is the opposite of "genuine"?;"";counterfeit;real;authentic;counterfeit
What is the opposite of "gradual"?;"";sudden;slow;steady;sudden
What is the opposite of "harmless"?;"";harmful;safe;innocent;harmful
What is the opposite of "hostile"?;"";friendly;aggressive;unfriendly;friendly
What is the opposite of "identical"?;"";different;same;equal;different
What is the opposite of "illegal"?;"";legal;forbidden;criminal;legal
What is the opposite of "independent"?;"";dependent;free;autonomous;dependent
What is the opposite of "inevitable"?;"";avoidable;certain;unavoidable;avoidable
What is the opposite of "inferior"?;"";superior;lower;worse;superior
What is the opposite of "innocent"?;"";guilty;pure;harmless;guilty
What is the opposite of "intense"?;"";mild;strong;extreme;mild
What is the opposite of "intentional"?;"";accidental;deliberate;planned;accidental
What is the opposite of "legitimate"?;"";illegitimate;legal;valid;illegitimate
What is the opposite of "logical"?;"";illogical;rational;reasonable;illogical
What is the opposite of "mandatory"?;"";optional;required;compulsory;optional
What is the opposite of "maximum"?;"";minimum;highest;greatest;minimum
What is the opposite of "minor"?;"";major;small;secondary;major
What is the opposite of "moderate"?;"";extreme;reasonable;average;extreme
What is the opposite of "mutual"?;"";one-sided;shared;common;one-sided
What is the opposite of "objective"?;"";subjective;neutral;factual;subjective
What is the opposite of "optimistic"?;"";pessimistic;positive;hopeful;pessimistic
What is the opposite of "permanent"?;"";temporary;lasting;fixed;temporary
What is the opposite of "plausible"?;"";implausible;reasonable;possible;implausible
What is the opposite of "precise"?;"";vague;exact;accurate;vague
What is the opposite of "private"?;"";public;personal;secret;public
What is the opposite of "profound"?;"";superficial;deep;significant;superficial
What is the opposite of "rational"?;"";irrational;logical;reasonable;irrational
What is the opposite of "relevant"?;"";irrelevant;related;appropriate;irrelevant
What is the opposite of "reliable"?;"";unreliable;trustworthy;dependable;unreliable
What is the opposite of "rigid"?;"";flexible;strict;fixed;flexible
What is the opposite of "significant"?;"";insignificant;important;major;insignificant
What is the opposite of "similar"?;"";different;alike;related;different
What is the opposite of "sophisticated"?;"";simple;advanced;complex;simple
What is the opposite of "stable"?;"";unstable;secure;fixed;unstable
What is the opposite of "substantial"?;"";insignificant;large;considerable;insignificant
What is the opposite of "superficial"?;"";profound;shallow;surface-level;profound
What is the opposite of "temporary"?;"";permanent;short-lived;brief;permanent
What is the opposite of "thorough"?;"";superficial;complete;careful;superficial
What is the opposite of "transparent"?;"";opaque;clear;obvious;opaque
What is the opposite of "uncertain"?;"";certain;doubtful;unsure;certain
What is the opposite of "universal"?;"";limited;global;general;limited
What is the opposite of "valid"?;"";invalid;correct;legitimate;invalid
What is the opposite of "visible"?;"";invisible;obvious;clear;invisible
What is the opposite of "voluntary"?;"";mandatory;optional;willing;mandatory
What is the opposite of "vulnerable"?;"";protected;exposed;weak;protected
What is the opposite of "widespread"?;"";limited;common;extensive;limited
What is the opposite of "adequately"?;"";insufficiently;properly;enough;insufficiently
What is the opposite of "approximately"?;"";exactly;roughly;nearly;exactly
What is the opposite of "deliberately"?;"";accidentally;intentionally;purposely;accidentally
What is the opposite of "frequently"?;"";rarely;often;regularly;rarely
What is the opposite of "generally"?;"";specifically;usually;normally;specifically
What is the opposite of "gradually"?;"";suddenly;slowly;steadily;suddenly
What is the opposite of "increasingly"?;"";decreasingly;more and more;steadily;decreasingly
What is the opposite of "mainly"?;"";partly;mostly;chiefly;partly
What is the opposite of "necessarily"?;"";optionally;inevitably;automatically;optionally
What is the opposite of "permanently"?;"";temporarily;forever;constantly;temporarily
What is the opposite of "precisely"?;"";approximately;exactly;accurately;approximately
What is the opposite of "privately"?;"";publicly;secretly;personally;publicly
What is the opposite of "regularly"?;"";occasionally;consistently;frequently;occasionally
What is the opposite of "simultaneously"?;"";separately;together;concurrently;separately
What is the opposite of "specifically"?;"";generally;precisely;particularly;generally
What is the opposite of "temporarily"?;"";permanently;briefly;occasionally;permanently
What is the opposite of "ultimately"?;"";initially;finally;eventually;initially
What is the opposite of "voluntarily"?;"";involuntarily;willingly;freely;involuntarily
What is the opposite of "abundance"?;"";scarcity;plenty;wealth;scarcity
What is the opposite of "advantage"?;"";disadvantage;benefit;strength;disadvantage
What is the opposite of "approval"?;"";disapproval;support;agreement;disapproval
What is the opposite of "arrival"?;"";departure;entrance;coming;departure
What is the opposite of "beginning"?;"";ending;start;opening;ending
What is the opposite of "benefit"?;"";drawback;advantage;profit;drawback
What is the opposite of "certainty"?;"";uncertainty;confidence;knowledge;uncertainty
What is the opposite of "clarity"?;"";confusion;transparency;precision;confusion
What is the opposite of "confidence"?;"";doubt;certainty;trust;doubt
What is the opposite of "cooperation"?;"";conflict;teamwork;collaboration;conflict
What is the opposite of "creation"?;"";destruction;development;production;destruction
What is the opposite of "democracy"?;"";dictatorship;freedom;equality;dictatorship
What is the opposite of "equality"?;"";inequality;fairness;balance;inequality
What is the opposite of "failure"?;"";success;mistake;loss;success
What is the opposite of "freedom"?;"";restriction;choice;independence;restriction
What is the opposite of "friendship"?;"";hostility;trust;respect;hostility
What is the opposite of "growth"?;"";decline;increase;development;decline
What is the opposite of "happiness"?;"";sadness;joy;pleasure;sadness
What is the opposite of "hope"?;"";despair;confidence;optimism;despair
What is the opposite of "increase"?;"";decrease;growth;rise;decrease
What is the opposite of "justice"?;"";injustice;fairness;law;injustice
What is the opposite of "knowledge"?;"";ignorance;wisdom;education;ignorance
What is the opposite of "liberty"?;"";oppression;freedom;choice;oppression
What is the opposite of "majority"?;"";minority;group;population;minority
What is the opposite of "maximum"?;"";minimum;limit;peak;minimum
What is the opposite of "optimism"?;"";pessimism;hope;confidence;pessimism
What is the opposite of "order"?;"";chaos;system;organization;chaos
What is the opposite of "presence"?;"";absence;existence;appearance;absence
What is the opposite of "progress"?;"";decline;development;improvement;decline
What is the opposite of "reward"?;"";punishment;prize;benefit;punishment
What is the opposite of "strength"?;"";weakness;power;energy;weakness
What is the opposite of "truth"?;"";falsehood;fact;reality;falsehood
What is the opposite of "victory"?;"";defeat;success;achievement;defeat
What is the opposite of "wisdom"?;"";foolishness;knowledge;experience;foolishness
What is the opposite of "agreement"?;"";disagreement;consensus;approval;disagreement
What is the opposite of "arrival"?;"";departure;entrance;appearance;departure
What is the opposite of "ascent"?;"";descent;climb;rise;descent
What is the opposite of "attraction"?;"";repulsion;interest;appeal;repulsion
What is the opposite of "birth"?;"";death;life;creation;death
What is the opposite of "certainty"?;"";doubt;knowledge;confidence;doubt
What is the opposite of "comfort"?;"";discomfort;relaxation;pleasure;discomfort
What is the opposite of "construction"?;"";demolition;building;creation;demolition
What is the opposite of "entrance"?;"";exit;arrival;door;exit
What is the opposite of "expansion"?;"";contraction;growth;development;contraction
What is the opposite of "exterior"?;"";interior;outside;surface;interior
What is the opposite of "generosity"?;"";selfishness;kindness;charity;selfishness
What is the opposite of "guilty"?;"";innocent;responsible;wrong;innocent
What is the opposite of "inclusion"?;"";exclusion;addition;acceptance;exclusion
What is the opposite of "independence"?;"";dependence;freedom;autonomy;dependence
What is the opposite of "individuality"?;"";conformity;uniqueness;identity;conformity
What is the opposite of "inflation"?;"";deflation;growth;increase;deflation
What is the opposite of "liberation"?;"";oppression;freedom;release;oppression
What is the opposite of "luxury"?;"";necessity;comfort;wealth;necessity
What is the opposite of "migration"?;"";settlement;movement;travel;settlement
What is the opposite of "obedience"?;"";disobedience;respect;discipline;disobedience
What is the opposite of "permission"?;"";prohibition;approval;consent;prohibition
What is the opposite of "poverty"?;"";wealth;need;hardship;wealth
What is the opposite of "privacy"?;"";exposure;secrecy;security;exposure
What is the opposite of "profit"?;"";loss;income;gain;loss
What is the opposite of "promotion"?;"";demotion;advancement;progress;demotion
What is the opposite of "reduction"?;"";increase;decrease;cut;increase
What is the opposite of "security"?;"";danger;safety;protection;danger
What is the opposite of "simplicity"?;"";complexity;clarity;ease;complexity
What is the opposite of "stability"?;"";instability;balance;security;instability
What is the opposite of "unity"?;"";division;agreement;cooperation;division
What is the opposite of "visibility"?;"";invisibility;clarity;appearance;invisibility
What is the opposite of "acceptance"?;"";rejection;approval;agreement;rejection
What is the opposite of "accuracy"?;"";inaccuracy;precision;correctness;inaccuracy
What is the opposite of "activity"?;"";inactivity;movement;energy;inactivity
What is the opposite of "affluence"?;"";poverty;wealth;prosperity;poverty
What is the opposite of "aggression"?;"";peace;violence;hostility;peace
What is the opposite of "ambiguity"?;"";clarity;confusion;uncertainty;clarity
What is the opposite of "anxiety"?;"";calmness;worry;fear;calmness
What is the opposite of "arrogance"?;"";humility;pride;confidence;humility
What is the opposite of "authenticity"?;"";falseness;genuineness;originality;falseness
What is the opposite of "brevity"?;"";length;shortness;conciseness;length
What is the opposite of "complexity"?;"";simplicity;difficulty;detail;simplicity
What is the opposite of "compulsory"?;"";optional;mandatory;required;optional
What is the opposite of "conformity"?;"";individuality;obedience;agreement;individuality
What is the opposite of "consistency"?;"";inconsistency;stability;regularity;inconsistency
What is the opposite of "credibility"?;"";unreliability;trustworthiness;believability;unreliability
What is the opposite of "deficiency"?;"";abundance;shortage;lack;abundance
What is the opposite of "dependence"?;"";independence;reliance;support;independence
What is the opposite of "diversity"?;"";uniformity;variety;difference;uniformity
What is the opposite of "efficiency"?;"";inefficiency;productivity;effectiveness;inefficiency
What is the opposite of "flexibility"?;"";rigidity;adaptability;freedom;rigidity
What is the opposite of "hostility"?;"";friendliness;aggression;anger;friendliness
What is the opposite of "ignorance"?;"";knowledge;confusion;uncertainty;knowledge
What is the opposite of "inequality"?;"";equality;difference;imbalance;equality
What is the opposite of "legitimacy"?;"";illegitimacy;validity;lawfulness;illegitimacy
What is the opposite of "mobility"?;"";stability;movement;flexibility;stability
What is the opposite of "objectivity"?;"";subjectivity;fairness;neutrality;subjectivity
What is the opposite of "originality"?;"";imitation;creativity;innovation;imitation
What is the opposite of "precision"?;"";vagueness;accuracy;exactness;vagueness
What is the opposite of "rationality"?;"";irrationality;logic;reason;irrationality
What is the opposite of "relevance"?;"";irrelevance;importance;connection;irrelevance
What is the opposite of "reliability"?;"";unreliability;trust;dependability;unreliability
What is the opposite of "rigidity"?;"";flexibility;strictness;stability;flexibility
What is the opposite of "scarcity"?;"";abundance;shortage;limitation;abundance
What is the opposite of "similarity"?;"";difference;likeness;connection;difference
What is the opposite of "simplicity"?;"";complexity;clarity;ease;complexity
What is the opposite of "transparency"?;"";secrecy;clarity;openness;secrecy
What is the opposite of "vulnerability"?;"";protection;weakness;exposure;protection
What is the opposite of "willingness"?;"";reluctance;eagerness;readiness;reluctance
What is the opposite of "abrupt"?;"";gradual;sudden;unexpected;gradual
What is the opposite of "accessible"?;"";inaccessible;available;reachable;inaccessible
What is the opposite of "adaptable"?;"";rigid;flexible;versatile;rigid
What is the opposite of "adequate"?;"";insufficient;enough;suitable;insufficient
What is the opposite of "affordable"?;"";expensive;cheap;reasonable;expensive
What is the opposite of "altruistic"?;"";selfish;generous;helpful;selfish
What is the opposite of "ambitious"?;"";unmotivated;determined;aspiring;unmotivated
What is the opposite of "authentic"?;"";counterfeit;genuine;real;counterfeit
What is the opposite of "benevolent"?;"";malevolent;kind;generous;malevolent
What is the opposite of "cooperative"?;"";uncooperative;helpful;collaborative;uncooperative
What is the opposite of "courageous"?;"";cowardly;brave;bold;cowardly
What is the opposite of "courteous"?;"";discourteous;polite;respectful;discourteous
What is the opposite of "decisive"?;"";indecisive;determined;firm;indecisive
What is the opposite of "demanding"?;"";undemanding;difficult;strict;undemanding
What is the opposite of "disciplined"?;"";undisciplined;organized;controlled;undisciplined
What is the opposite of "discreet"?;"";indiscreet;careful;private;indiscreet
What is the opposite of "dominant"?;"";subordinate;powerful;leading;subordinate
What is the opposite of "durable"?;"";fragile;strong;lasting;fragile
What is the opposite of "economical"?;"";wasteful;efficient;cheap;wasteful
What is the opposite of "enthusiastic"?;"";apathetic;excited;passionate;apathetic
What is the opposite of "ethical"?;"";corrupt;moral;honest;corrupt
What is the opposite of "exceptional"?;"";ordinary;remarkable;outstanding;ordinary
What is the opposite of "extroverted"?;"";introverted;sociable;outgoing;introverted
What is the opposite of "favorable"?;"";unfavorable;positive;helpful;unfavorable
What is the opposite of "feasible"?;"";impractical;possible;realistic;impractical
What is the opposite of "generous"?;"";stingy;charitable;kind;stingy
What is the opposite of "genuine"?;"";artificial;real;authentic;artificial
What is the opposite of "harsh"?;"";gentle;severe;rough;gentle
What is the opposite of "humble"?;"";conceited;modest;respectful;conceited
What is the opposite of "impartial"?;"";biased;fair;neutral;biased
What is the opposite of "innovative"?;"";traditional;creative;original;traditional
What is the opposite of "intelligent"?;"";ignorant;smart;clever;ignorant
What is the opposite of "intentional"?;"";unintentional;planned;deliberate;unintentional
What is the opposite of "lenient"?;"";strict;flexible;forgiving;strict
What is the opposite of "loyal"?;"";disloyal;faithful;devoted;disloyal
What is the opposite of "modest"?;"";boastful;humble;reserved;boastful
What is the opposite of "optimistic"?;"";pessimistic;hopeful;positive;pessimistic
What is the opposite of "organized"?;"";disorganized;efficient;structured;disorganized
What is the opposite of "persistent"?;"";inconsistent;determined;continuous;inconsistent
What is the opposite of "practical"?;"";impractical;useful;realistic;impractical
What is the opposite of "profound"?;"";superficial;deep;meaningful;superficial
What is the opposite of "rational"?;"";emotional;logical;reasonable;emotional
What is the opposite of "receptive"?;"";resistant;open;accepting;resistant
What is the opposite of "reserved"?;"";outgoing;quiet;shy;outgoing
What is the opposite of "responsible"?;"";irresponsible;reliable;careful;irresponsible
What is the opposite of "rigorous"?;"";lenient;strict;thorough;lenient
What is the opposite of "selfish"?;"";selfless;greedy;egotistical;selfless
What is the opposite of "sincere"?;"";insincere;honest;genuine;insincere
What is the opposite of "sophisticated"?;"";unsophisticated;advanced;complex;unsophisticated
What is the opposite of "spontaneous"?;"";planned;natural;impulsive;planned
What is the opposite of "stable"?;"";volatile;secure;steady;volatile
What is the opposite of "subtle"?;"";obvious;delicate;indirect;obvious
What is the opposite of "tolerant"?;"";intolerant;patient;accepting;intolerant
What is the opposite of "transparent"?;"";secret;clear;open;secret
What is the opposite of "trustworthy"?;"";untrustworthy;reliable;honest;untrustworthy
What is the opposite of "versatile"?;"";limited;adaptable;flexible;limited
What is the opposite of "vivid"?;"";dull;bright;colorful;dull
What is the opposite of "vulnerable"?;"";resistant;exposed;weak;resistant
