question;hint;option1;option2;option3;answer
What do we call a person who studies at a school or university?;"";student;employee;employer;student
What do we call a person who teaches students?;"";teacher;manager;student;teacher
What do we call a teacher at a university?;"";professor;student;principal;professor
What do we call the head of a school?;"";principal;professor;student;principal
What do we call a person who helps students with their studies?;"";tutor;manager;employer;tutor
What do we call a lesson given to a group of students?;"";lecture;interview;meeting;lecture
What do we call a class where students discuss a topic in a small group?;"";seminar;lecture;exam;seminar
What do we call a meeting where students practice or discuss a subject?;"";workshop;holiday;interview;workshop
What do we call a room where students have lessons?;"";classroom;office;factory;classroom
What do we call a place where students study and borrow books?;"";library;laboratory;office;library
What do we call a room where scientific experiments are carried out?;"";laboratory;classroom;library;laboratory
What do we call a building where children receive their basic education?;"";school;university;factory;school
What do we call an institution where students receive higher education?;"";university;school;company;university
What do we call education received before university?;"";secondary education;higher education;professional training;secondary education
What do we call education at university level?;"";higher education;primary education;secondary education;higher education
What do we call the first years of formal education?;"";primary education;higher education;professional training;primary education
What do we call education focused on learning a practical profession?;"";vocational education;primary education;academic research;vocational education
What do we call studying from home using the internet?;"";online learning;fieldwork;classroom learning;online learning
What do we call studying independently without a teacher?;"";self-study;lecture;seminar;self-study
What do we call the process of learning throughout life?;"";lifelong learning;graduation;recruitment;lifelong learning
What do we call a test used to measure knowledge or ability?;"";exam;lesson;lecture;exam
What do we call a formal test at the end of a course?;"";final exam;interview;workshop;final exam
What do we call a short test during a course?;"";quiz;degree;lecture;quiz
What do we call work students do outside class?;"";homework;salary;training;homework
What do we call a piece of academic work involving research?;"";assignment;interview;contract;assignment
What do we call a long piece of academic writing based on research?;"";thesis;quiz;lesson;thesis
What do we call a student who is studying for a doctorate?;"";PhD student;intern;teacher;PhD student
What do we call the ceremony where students receive their degrees?;"";graduation;recruitment;promotion;graduation
What do we call successfully completing a course of study?;"";graduation;resignation;training;graduation
What do we call financial support given to a student for education?;"";scholarship;salary;bonus;scholarship
What do we call money borrowed to pay for education?;"";student loan;salary;scholarship;student loan
What do we call a person who pays for education or training?;"";student;employee;employer;student
What do we call the money paid to attend a university or course?;"";tuition;salary;tax;tuition
What do we call the cost of attending a school or university?;"";tuition fees;workload;salary;tuition fees
What do we call a group of students studying together?;"";class;staff;team;class
What do we call the academic year divided into periods of study?;"";semester;shift;career;semester
What do we call one of two main periods of an academic year?;"";semester;lesson;degree;semester
What do we call a period during which students have no classes?;"";school holiday;work shift;deadline;school holiday
What do we call the date by which work must be completed?;"";deadline;vacation;promotion;deadline
What do we call a plan showing when classes or activities take place?;"";schedule;contract;resume;schedule
What do we call a planned meeting between a teacher and student?;"";appointment;salary;vacancy;appointment
What do we call feedback given to students about their performance?;"";assessment;salary;promotion;assessment
What do we call the process of judging a student's knowledge or skills?;"";assessment;recruitment;retirement;assessment
What do we call the result of a student's work or exam?;"";grade;salary;contract;grade
What do we call the highest grade or mark in many educational systems?;"";A;B;C;A
What do we call a person who studies a particular subject deeply?;"";researcher;manager;customer;researcher
What do we call a detailed study intended to discover new information?;"";research;salary;training;research
