question;hint;option1;option2;option3;answer
What feeling do you have when you love someone deeply?;"";love;indifference;irritation;love
What feeling do you have when you strongly dislike someone?;"";dislike;admiration;gratitude;dislike
What feeling do you have when you cannot stand someone or something?;"";hatred;affection;contentment;hatred
What feeling do you have when you feel calm after being worried?;"";relief;panic;rage;relief
What feeling do you have when you feel relaxed and satisfied with your life?;"";contentment;anxiety;frustration;contentment
What feeling do you have when you feel mentally tired from doing something repeatedly?;"";boredom;excitement;joy;boredom
What feeling do you have when you feel tired because you have too much to do?;"";overwhelm;delight;confidence;overwhelm
What feeling do you have when you have too many problems or responsibilities to handle?;"";overwhelm;contentment;gratitude;overwhelm
What feeling do you have when you are emotionally exhausted?;"";exhaustion;excitement;pride;exhaustion
What feeling do you have when you feel unable to control your emotions?;"";overwhelm;relief;admiration;overwhelm
What feeling do you have when you feel peaceful after solving a problem?;"";relief;anxiety;frustration;relief
What feeling do you have when you are satisfied with your performance?;"";pride;shame;fear;pride
What feeling do you have when you are pleased because you succeeded?;"";accomplishment;regret;guilt;accomplishment
What feeling do you have when you feel that you have achieved something important?;"";achievement;failure;anxiety;achievement
What feeling do you have when you are afraid of failing?;"";fear;confidence;joy;fear
What feeling do you have when you feel disappointed because you failed?;"";frustration;delight;gratitude;frustration
What feeling do you have when you believe you can overcome difficulties?;"";determination;fear;indifference;determination
What feeling do you have when you continue trying despite difficulties?;"";perseverance;hesitation;boredom;perseverance
What feeling do you have when you cannot decide what to do?;"";hesitation;confidence;enthusiasm;hesitation
What feeling do you have when you are unsure whether to take action?;"";hesitation;determination;relief;hesitation
