question;hint;option1;option2;option3;answer
What do we call the early release of a prisoner under certain conditions?;"";parole;arrest;verdict;parole
What do we call asking a higher court to change a decision?;"";appeal;arrest;trial;appeal
What do we call a person who has been found guilty of a crime?;"";convict;witness;victim;convict
What do we call officially declaring someone guilty?;"";convict;release;acquit;convict
What do we call officially declaring someone not guilty?;"";acquit;arrest;convict;acquit
What do we call a group of people who decide a court case?;"";jury;police;prison;jury
What do we call a person selected to serve on a jury?;"";juror;defendant;prosecutor;juror
What do we call a formal accusation that someone committed a crime?;"";charge;sentence;fine;charge
What do we call officially accusing someone of a crime?;"";charge;release;acquit;charge
What do we call a crime committed against another person?;"";violent crime;fine;appeal;violent crime
What do we call a crime involving computers or the internet?;"";cybercrime;burglary;vandalism;cybercrime
What do we call stealing money or information online?;"";online fraud;assault;murder;online fraud
What do we call the illegal use of another person's identity?;"";identity theft;vandalism;burglary;identity theft
What do we call stealing someone's personal information?;"";identity theft;robbery;assault;identity theft
What do we call a person who enters a building illegally to steal?;"";burglar;judge;witness;burglar
What do we call someone who deliberately destroys public property?;"";vandal;lawyer;victim;vandal
What do we call someone who illegally sells drugs?;"";drug dealer;detective;juror;drug dealer
What do we call the illegal production or sale of drugs?;"";drug trafficking;tax fraud;vandalism;drug trafficking
What do we call the crime of taking someone by force and keeping them captive?;"";kidnapping;burglary;fraud;kidnapping
What do we call someone who takes a person and holds them illegally?;"";kidnapper;thief;witness;kidnapper
What do we call the crime of deliberately setting fire to a building?;"";arson;fraud;robbery;arson
What do we call someone who deliberately starts a fire to damage property?;"";arsonist;burglar;judge;arsonist
What do we call the crime of selling illegal weapons?;"";arms trafficking;fraud;vandalism;arms trafficking
What do we call a person who gives information to the police about a crime?;"";informant;criminal;judge;informant
What do we call a person who secretly provides information about criminals?;"";informant;victim;defendant;informant
What do we call a secret plan to commit a crime?;"";conspiracy;sentence;trial;conspiracy
What do we call an agreement between people to commit a crime?;"";conspiracy;appeal;verdict;conspiracy
What do we call helping someone commit a crime?;"";complicity;innocence;parole;complicity
What do we call a person who helps another person commit a crime?;"";accomplice;victim;judge;accomplice
What do we call someone who secretly helps a criminal escape?;"";accomplice;witness;prosecutor;accomplice
What do we call a person who commits crimes repeatedly?;"";habitual offender;juror;victim;habitual offender
What do we call a crime committed by a person who has done it before?;"";repeat offense;first offense;appeal;repeat offense
What do we call a crime committed for the first time?;"";first offense;repeat offense;felony;first offense
What do we call punishment intended to discourage future crimes?;"";deterrence;burglary;fraud;deterrence
What do we call the prevention of crime?;"";crime prevention;crime scene;trial;crime prevention
What do we call rules created by a government to control behavior?;"";laws;clues;sentences;laws
What do we call the system of rules used by a society?;"";law;crime;punishment;law
What do we call behavior that is allowed by the law?;"";legal;criminal;guilty;legal
What do we call behavior that is forbidden by law?;"";illegal;innocent;legal;illegal
What do we call someone who obeys the law?;"";law-abiding citizen;criminal;offender;law-abiding citizen
What do we call someone who repeatedly breaks the law?;"";offender;judge;witness;offender
What do we call a person who has committed an offense?;"";offender;victim;juror;offender
What do we call the act of escaping from prison?;"";prison escape;trial;fine;prison escape
What do we call someone who helps a criminal avoid being caught?;"";accomplice;judge;victim;accomplice
What do we call hiding evidence of a crime?;"";concealment;punishment;appeal;concealment
What do we call destroying evidence to prevent police from finding it?;"";tampering;trial;parole;tampering
What do we call evidence that shows a person was somewhere else?;"";alibi;verdict;sentence;alibi
What do we call a statement given to police about a crime?;"";statement;sentence;fine;statement
What do we call a formal statement made by a witness?;"";testimony;burglary;parole;testimony
What do we call information given by a witness in court?;"";testimony;evidence;fine;testimony
What do we call evidence that directly connects a person to a crime?;"";evidence;sentence;appeal;evidence
What do we call the process of finding and collecting evidence?;"";forensics;parole;probation;forensics
What do we call scientific methods used to investigate crimes?;"";forensics;robbery;burglary;forensics
What do we call fingerprints left at a crime scene?;"";fingerprints;sentences;appeals;fingerprints
What do we call DNA found at a crime scene?;"";DNA evidence;fine;warrant;DNA evidence
What do we call a person who studies evidence from crime scenes?;"";forensic scientist;judge;lawyer;forensic scientist
What do we call the official record of someone's criminal history?;"";criminal record;crime scene;trial;criminal record
What do we call a previous crime committed by someone?;"";prior offense;warrant;verdict;prior offense
What do we call removing a criminal conviction from someone's record?;"";expungement;arrest;robbery;expungement
What do we call the legal process of restoring someone's rights after a conviction?;"";rehabilitation;burglary;fraud;rehabilitation
